도번,LG부품,LG품명,매핑 자도번,상태,← 담당확정(수정시)
AJR30033101,RAC30599301,Solder Soldering,,미매핑,
AJR30037101,RAC30599303,Solder Soldering,,미매핑,
AJR30037109,RAC30599303,Solder Soldering,,미매핑,
AJR30037110,RAC30599303,Solder Soldering,,미매핑,
AJR30037111,RAC30599303,Solder Soldering,,미매핑,
AJR30037301,3H01582C,Tie,,미매핑,
AJR30037301,MEV39836107,Insulator,,미매핑,
AJR30037301,RAC30599303,Solder Soldering,,미매핑,
AJR30037302,MEV39836107,Insulator,,미매핑,
AJR30037302,RAC30599303,Solder Soldering,,미매핑,
AJR30037303,EBD60663823,"Sensor,Pressure",,미매핑,
AJR30037303,RAC30599303,Solder Soldering,,미매핑,
AJR30037304,RAC30599303,Solder Soldering,,미매핑,
AJR30037603,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR30037603,RAC30599303,Solder Soldering,,미매핑,
AJR30037604,5210A30334L,"Tube,Pinch Off",,미매핑,
AJR30037604,RAC30599303,Solder Soldering,,미매핑,
AJR30038101,3H01582D,Tie,,미매핑,
AJR30038101,3H03659N,Strainer,,미매핑,
AJR30038101,5220A30004A,"Valve,Check",,미매핑,
AJR30038101,MJU66824505,"Tube,Connector",,미매핑,
AJR30038101,MJU66824602,"Tube,Connector",,미매핑,
AJR30038101,MJU66824603,"Tube,Connector",,미매핑,
AJR30038101,RAC30599301,Solder Soldering,,미매핑,
AJR30038201,RAC30599301,Solder Soldering,,미매핑,
AJR30038401,RAC30599301,Solder Soldering,,미매핑,
AJR30040301,RAC30599303,Solder Soldering,,미매핑,
AJR30040304,RAC30599303,Solder Soldering,,미매핑,
AJR30046402,3H00815J,Expendables_,,미매핑,
AJR30052102,RAC30599301,Solder Soldering,,미매핑,
AJR30060802,3H01582B,Tie,,미매핑,
AJR30060802,MJX63991702,"Valve,Expansion Body",,미매핑,
AJR30060803,3H01582B,Tie,,미매핑,
AJR30060804,3H01582B,Tie,,미매핑,
AJR30060805,3H01582B,Tie,,미매핑,
AJR30064001,RAC30599301,Solder Soldering,,미매핑,
AJR30064401,3H00815J,Expendables_,,미매핑,
AJR30064601,RAC30599301,Solder Soldering,,미매핑,
AJR30064701,RAC30599301,Solder Soldering,,미매핑,
AJR30064801,RAC30599301,Solder Soldering,,미매핑,
AJR30065807,RAC30599301,Solder Soldering,,미매핑,
AJR30065822,3H01582G,Tie,,미매핑,
AJR30065822,4930A20053A,"Holder,Sensor",,미매핑,
AJR30065822,MJX61537801,"Valve,Solenoid",,미매핑,
AJR30065822,RAC30599301,Solder Soldering,,미매핑,
AJR30065823,4930A20053A,"Holder,Sensor",,미매핑,
AJR30065824,4930A20053A,"Holder,Sensor",,미매핑,
AJR30065824,MJX61537801,"Valve,Solenoid",,미매핑,
AJR30065824,RAC30599301,Solder Soldering,,미매핑,
AJR30065901,AJR73665401,"Tube Assembly,Evaporator",,미매핑,
AJR30065902,AJR73743901,"Tube Assembly,Evaporator",,미매핑,
AJR30073601,3H00815J,Expendables_,,미매핑,
AJR30073601,49112009,Expendables_,,미매핑,
AJR30073602,3H00815J,Expendables_,,미매핑,
AJR30073602,49112009,Expendables_,,미매핑,
AJR30073603,3H00815J,Expendables_,,미매핑,
AJR30073603,49112009,Expendables_,,미매핑,
AJR30073604,3H00815J,Expendables_,,미매핑,
AJR30073604,49112009,Expendables_,,미매핑,
AJR30074501,1MPC0502018,"Screw,Machine",,미매핑,
AJR30074501,EBD62165601,"Sensor,Pressure",,미매핑,
AJR30074601,EBD60663823,"Sensor,Pressure",,미매핑,
AJR30075101,4930A20053A,"Holder,Sensor",,미매핑,
AJR30075101,RAC30599301,Solder Soldering,,미매핑,
AJR30075401,4930A20053A,"Holder,Sensor",,미매핑,
AJR30075401,4A00114D,"Tube,Connector",,미매핑,
AJR30075401,MFN62721711,Mesh,,미매핑,
AJR30075401,MJC62721914,Strainer,,미매핑,
AJR30075401,MJU66779319,"Tube,Connector",,미매핑,
AJR30075401,MJU66894824,"Tube,Connector",,미매핑,
AJR30075401,MJU66894825,"Tube,Connector",,미매핑,
AJR30075401,MJU66928302,"Tube,Connector",,미매핑,
AJR30075401,MJU66928303,"Tube,Connector",,미매핑,
AJR30075401,MJU66928304,"Tube,Connector",,미매핑,
AJR30075401,MJU66928305,"Tube,Connector",,미매핑,
AJR30075401,MJU66928307,"Tube,Connector",,미매핑,
AJR30075401,MJU66928308,"Tube,Connector",,미매핑,
AJR30075401,MJU66928310,"Tube,Connector",,미매핑,
AJR30075401,MJU66928311,"Tube,Connector",,미매핑,
AJR30075401,RAB34470101,"Tape,Filament",,미매핑,
AJR30075401,RAC30599301,Solder Soldering,,미매핑,
AJR30077403,3H00815J,Expendables_,,미매핑,
AJR30077403,49112009,Expendables_,,미매핑,
AJR30077802,5410A20111L,"Damper,Butyl",,미매핑,
AJR30077802,RAC30599308,Solder Soldering,,미매핑,
AJR30077802,RAC30599311,Solder Soldering,,미매핑,
AJR30078601,4H00049A,"Tube,Pinch Off",,미매핑,
AJR30078601,RAC30599303,Solder Soldering,,미매핑,
AJR30078701,4H00049A,"Tube,Pinch Off",,미매핑,
AJR30078701,RAC30599301,Solder Soldering,,미매핑,
AJR30078702,4H00049A,"Tube,Pinch Off",,미매핑,
AJR30078702,RAC30599301,Solder Soldering,,미매핑,
AJR30083101,3H01582B,Tie,,미매핑,
AJR30083101,MJU00892201,"Tube,Connector",,미매핑,
AJR30083101,MJU00893412,"Tube,Connector",,미매핑,
AJR30083101,MJU66466401,"Tube,Connector",,미매핑,
AJR30083101,MJX30152801,"Valve,Reverse",,미매핑,
AJR30083101,MJX30152802,"Valve,Reverse",,미매핑,
AJR30083102,3H01582B,Tie,,미매핑,
AJR30083102,3H01582C,Tie,,미매핑,
AJR30083102,5211A22074A,"Tube Assembly,Connector",,미매핑,
AJR30083102,MJU00892201,"Tube,Connector",,미매핑,
AJR30083102,MJU00893412,"Tube,Connector",,미매핑,
AJR30083102,MJU66466401,"Tube,Connector",,미매핑,
AJR30083102,MJX30152801,"Valve,Reverse",,미매핑,
AJR30083102,MJX30152802,"Valve,Reverse",,미매핑,
AJR30086101,RAC30599301,Solder Soldering,,미매핑,
AJR30086102,RAC30599301,Solder Soldering,,미매핑,
AJR30086201,RAC30599301,Solder Soldering,,미매핑,
AJR30086201,RAC30599327,Solder Soldering,,미매핑,
AJR30087001,3H01582B,Tie,,미매핑,
AJR30087001,3H01582D,Tie,,미매핑,
AJR30087001,EBD64386506,"Sensor Module,Pressure",,미매핑,
AJR30087001,RAC30599301,Solder Soldering,,미매핑,
AJR30087002,3H01582B,Tie,,미매핑,
AJR30087002,3H01582D,Tie,,미매핑,
AJR30087002,RAC30599301,Solder Soldering,,미매핑,
AJR30087301,3H01582D,Tie,,미매핑,
AJR30087301,RAC30599301,Solder Soldering,,미매핑,
AJR30087401,3H01582D,Tie,,미매핑,
AJR30087401,RAC30599301,Solder Soldering,,미매핑,
AJR30089608,RAC30599301,Solder Soldering,,미매핑,
AJR30089609,RAC30599301,Solder Soldering,,미매핑,
AJR30089610,RAC30599301,Solder Soldering,,미매핑,
AJR30089611,RAC30599301,Solder Soldering,,미매핑,
AJR30089612,RAC30599301,Solder Soldering,,미매핑,
AJR30089613,RAC30599301,Solder Soldering,,미매핑,
AJR30089614,RAC30599301,Solder Soldering,,미매핑,
AJR30089615,RAC30599301,Solder Soldering,,미매핑,
AJR30089616,RAC30599301,Solder Soldering,,미매핑,
AJR30089617,RAC30599301,Solder Soldering,,미매핑,
AJR30089618,RAC30599301,Solder Soldering,,미매핑,
AJR30089619,RAC30599301,Solder Soldering,,미매핑,
AJR30089620,RAC30599301,Solder Soldering,,미매핑,
AJR30089621,RAC30599301,Solder Soldering,,미매핑,
AJR30089622,RAC30599301,Solder Soldering,,미매핑,
AJR30089623,RAC30599301,Solder Soldering,,미매핑,
AJR30089624,RAC30599301,Solder Soldering,,미매핑,
AJR30089625,RAC30599301,Solder Soldering,,미매핑,
AJR30089626,RAC30599301,Solder Soldering,,미매핑,
AJR30095101,RAC30599301,Solder Soldering,,미매핑,
AJR30099601,RAC30599301,Solder Soldering,,미매핑,
AJR30100101,MJR61841701,Tie,,미매핑,
AJR30102201,4930A20053A,"Holder,Sensor",,미매핑,
AJR30102201,RAC30599301,Solder Soldering,,미매핑,
AJR30102601,RAC30599301,Solder Soldering,,미매핑,
AJR30102602,RAC30599301,Solder Soldering,,미매핑,
AJR30103101,RAC30599301,Solder Soldering,,미매핑,
AJR30103101,RAC30599327,Solder Soldering,,미매핑,
AJR30103102,RAC30599301,Solder Soldering,,미매핑,
AJR30103102,RAC30599327,Solder Soldering,,미매핑,
AJR30103201,RAC30599301,Solder Soldering,,미매핑,
AJR30103202,RAC30599301,Solder Soldering,,미매핑,
AJR30103203,RAC30599301,Solder Soldering,,미매핑,
AJR30103301,RAC30599301,Solder Soldering,,미매핑,
AJR30103301,RAC30599327,Solder Soldering,,미매핑,
AJR30103401,RAC30599301,Solder Soldering,,미매핑,
AJR30103402,RAC30599301,Solder Soldering,,미매핑,
AJR30106101,4A00114D,"Tube,Connector",,미매핑,
AJR30106101,MJU66932515,"Tube,Connector",,미매핑,
AJR30106101,MJU66932528,"Tube,Connector",,미매핑,
AJR30106101,MJU66932531,"Tube,Connector",,미매핑,
AJR30114001,MJR61841701,Tie,,미매핑,
AJR30116401,RAC30599301,Solder Soldering,,미매핑,
AJR30116701,4H00049A,"Tube,Pinch Off",,미매핑,
AJR30116701,RAC30599301,Solder Soldering,,미매핑,
AJR30117301,RAC30599301,Solder Soldering,,미매핑,
AJR30117302,RAC30599301,Solder Soldering,,미매핑,
AJR30117401,3H01582D,Tie,,미매핑,
AJR30117401,RAC30599301,Solder Soldering,,미매핑,
AJR30117601,RAC30599301,Solder Soldering,,미매핑,
AJR30117902,5410A20111L,"Damper,Butyl",,미매핑,
AJR30117902,RAC30599308,Solder Soldering,,미매핑,
AJR30117902,RAC30599311,Solder Soldering,,미매핑,
AJR30123001,3H01582A,Tie,,미매핑,
AJR30123001,4A00609A,Cap,,미매핑,
AJR30123401,RAC30599303,Solder Soldering,,미매핑,
AJR30125601,MFN62721713,Mesh,,미매핑,
AJR30125601,MJU00752801,"Tube,Connector",,미매핑,
AJR30125601,MJU00752802,"Tube,Connector",,미매핑,
AJR30125601,MJU00752901,"Tube,Connector",,미매핑,
AJR30125601,MJU00776505,"Tube,Connector",,미매핑,
AJR30125601,MJU00776701,"Tube,Connector",,미매핑,
AJR30125601,MJU00776705,"Tube,Connector",,미매핑,
AJR30125601,MJU00776713,"Tube,Connector",,미매핑,
AJR30125601,MJU00776714,"Tube,Connector",,미매핑,
AJR30125601,MJU66478405,"Tube,Connector",,미매핑,
AJR30125601,MJU66478704,"Tube,Connector",,미매핑,
AJR30125601,MJU66478902,"Tube,Connector",,미매핑,
AJR30125601,MJU66479001,"Tube,Connector",,미매핑,
AJR30125601,MJU66479002,"Tube,Connector",,미매핑,
AJR30125601,MJU66904602,"Tube,Connector",,미매핑,
AJR30125601,MJU66904603,"Tube,Connector",,미매핑,
AJR30125601,MJU66904605,"Tube,Connector",,미매핑,
AJR30125601,RAC30599301,Solder Soldering,,미매핑,
AJR30125601,RAC35117403,Solder Soldering,,미매핑,
AJR30125601,RAC35117404,Solder Soldering,,미매핑,
AJR30125601,RAC35117410,Solder Soldering,,미매핑,
AJR30125602,MJU00752901,"Tube,Connector",,미매핑,
AJR30125602,RAC30599301,Solder Soldering,,미매핑,
AJR30125602,RAC35117403,Solder Soldering,,미매핑,
AJR30125602,RAC35117404,Solder Soldering,,미매핑,
AJR30125602,RAC35117410,Solder Soldering,,미매핑,
AJR30125603,MFN62721713,Mesh,,미매핑,
AJR30125603,MJU00752801,"Tube,Connector",,미매핑,
AJR30125603,MJU00752802,"Tube,Connector",,미매핑,
AJR30125603,MJU00752901,"Tube,Connector",,미매핑,
AJR30125603,MJU00776505,"Tube,Connector",,미매핑,
AJR30125603,MJU00776701,"Tube,Connector",,미매핑,
AJR30125603,MJU00776713,"Tube,Connector",,미매핑,
AJR30125603,MJU00776714,"Tube,Connector",,미매핑,
AJR30125603,MJU66478704,"Tube,Connector",,미매핑,
AJR30125603,MJU66478902,"Tube,Connector",,미매핑,
AJR30125603,MJU66479002,"Tube,Connector",,미매핑,
AJR30125603,MJU66904602,"Tube,Connector",,미매핑,
AJR30125603,MJU66904603,"Tube,Connector",,미매핑,
AJR30125603,RAC30599301,Solder Soldering,,미매핑,
AJR30125603,RAC35117403,Solder Soldering,,미매핑,
AJR30125603,RAC35117404,Solder Soldering,,미매핑,
AJR30125603,RAC35117410,Solder Soldering,,미매핑,
AJR30125604,RAC30599301,Solder Soldering,,미매핑,
AJR30125604,RAC35117403,Solder Soldering,,미매핑,
AJR30125604,RAC35117404,Solder Soldering,,미매핑,
AJR30125604,RAC35117410,Solder Soldering,,미매핑,
AJR30133302,3H01582B,Tie,,미매핑,
AJR30133302,RAC30599301,Solder Soldering,,미매핑,
AJR30133302,RAC35117403,Solder Soldering,,미매핑,
AJR30133302,RAC35880501,Solder Soldering,,미매핑,
AJR30133602,3H01582A,Tie,,미매핑,
AJR30133602,MJU00777113,"Tube,Connector",,미매핑,
AJR30133602,MJU00777609,"Tube,Connector",,미매핑,
AJR30133602,MJU00777610,"Tube,Connector",,미매핑,
AJR30133602,MJU66853321,"Tube,Connector",,미매핑,
AJR30133602,MJX30152802,"Valve,Reverse",,미매핑,
AJR30133602,RAC30599301,Solder Soldering,,미매핑,
AJR30133602,RAC35117403,Solder Soldering,,미매핑,
AJR30133602,RAC35117407,Solder Soldering,,미매핑,
AJR30133602,RAC35117409,Solder Soldering,,미매핑,
AJR30133604,3H01582A,Tie,,미매핑,
AJR30133604,MJC62301702,Strainer,,미매핑,
AJR30133604,MJU00776712,"Tube,Connector",,미매핑,
AJR30133604,MJU00777604,"Tube,Connector",,미매핑,
AJR30133604,MJU00777605,"Tube,Connector",,미매핑,
AJR30133604,MJU66853322,"Tube,Connector",,미매핑,
AJR30133604,MJU66853324,"Tube,Connector",,미매핑,
AJR30133604,RAC30599301,Solder Soldering,,미매핑,
AJR30133604,RAC35117401,Solder Soldering,,미매핑,
AJR30133604,RAC35117403,Solder Soldering,,미매핑,
AJR30133604,RAC35117407,Solder Soldering,,미매핑,
AJR30133604,RAC35117408,Solder Soldering,,미매핑,
AJR30133604,RAC35117409,Solder Soldering,,미매핑,
AJR30133605,MJC33815203,Strainer,,미매핑,
AJR30133605,MJU00777001,"Tube,Connector",,미매핑,
AJR30133605,MJU00777012,"Tube,Connector",,미매핑,
AJR30133605,MJU00777102,"Tube,Connector",,미매핑,
AJR30133605,MJU30514504,"Tube,Coupling",,미매핑,
AJR30133605,MJU65528010,"Tube,Connector",,미매핑,
AJR30133605,MJU66749301,"Tube,Connector",,미매핑,
AJR30133605,MJU66853321,"Tube,Connector",,미매핑,
AJR30133605,RAC30599301,Solder Soldering,,미매핑,
AJR30133605,RAC35117403,Solder Soldering,,미매핑,
AJR30133605,RAC35117407,Solder Soldering,,미매핑,
AJR30133605,RAC35117409,Solder Soldering,,미매핑,
AJR30133606,MJU00777113,"Tube,Connector",,미매핑,
AJR30133606,MJU00777609,"Tube,Connector",,미매핑,
AJR30133606,MJU00777610,"Tube,Connector",,미매핑,
AJR30133606,MJU66853321,"Tube,Connector",,미매핑,
AJR30133606,MJX30152802,"Valve,Reverse",,미매핑,
AJR30133606,RAC30599301,Solder Soldering,,미매핑,
AJR30133606,RAC35117407,Solder Soldering,,미매핑,
AJR30133606,RAC35117409,Solder Soldering,,미매핑,
AJR30133607,MJU66853322,"Tube,Connector",,미매핑,
AJR30133607,MJX30152803,"Valve,Reverse",,미매핑,
AJR30133607,RAC30599301,Solder Soldering,,미매핑,
AJR30133607,RAC35117403,Solder Soldering,,미매핑,
AJR30133607,RAC35117408,Solder Soldering,,미매핑,
AJR30133607,RAC35117409,Solder Soldering,,미매핑,
AJR30133701,3H01582D,Tie,,미매핑,
AJR30133701,5210A22409A,"Tube,Connector",,미매핑,
AJR30133701,5210A22409B,"Tube,Connector",,미매핑,
AJR30133701,MBL68702101,Cap,,미매핑,
AJR30133701,MJU00776604,"Tube,Connector",,미매핑,
AJR30133701,MJU00776606,"Tube,Connector",,미매핑,
AJR30133701,MJU00776607,"Tube,Connector",,미매핑,
AJR30133701,MJU00776608,"Tube,Connector",,미매핑,
AJR30133701,MJU00776609,"Tube,Connector",,미매핑,
AJR30133701,MJU00776610,"Tube,Connector",,미매핑,
AJR30133701,MJU00776611,"Tube,Connector",,미매핑,
AJR30133701,MJU00776612,"Tube,Connector",,미매핑,
AJR30133701,MJU00776614,"Tube,Connector",,미매핑,
AJR30133701,MJU00777301,"Tube,Connector",,미매핑,
AJR30133701,MJU00777302,"Tube,Connector",,미매핑,
AJR30133701,MJU65528010,"Tube,Connector",,미매핑,
AJR30133701,MJU65528065,"Tube,Connector",,미매핑,
AJR30133701,MJU66503306,"Tube,Connector",,미매핑,
AJR30133701,MJU66853301,"Tube,Connector",,미매핑,
AJR30133701,MJU66853304,"Tube,Connector",,미매핑,
AJR30133701,RAC30599301,Solder Soldering,,미매핑,
AJR30133701,RAC35117403,Solder Soldering,,미매핑,
AJR30133701,RAC35117407,Solder Soldering,,미매핑,
AJR30133701,RAC35117410,Solder Soldering,,미매핑,
AJR30133702,3H01582D,Tie,,미매핑,
AJR30133702,5210A22409A,"Tube,Connector",,미매핑,
AJR30133702,5210A22409B,"Tube,Connector",,미매핑,
AJR30133702,MBL68702103,Cap,,미매핑,
AJR30133702,MJU00776604,"Tube,Connector",,미매핑,
AJR30133702,MJU00776606,"Tube,Connector",,미매핑,
AJR30133702,MJU00776607,"Tube,Connector",,미매핑,
AJR30133702,MJU00776608,"Tube,Connector",,미매핑,
AJR30133702,MJU00776609,"Tube,Connector",,미매핑,
AJR30133702,MJU00776610,"Tube,Connector",,미매핑,
AJR30133702,MJU00776611,"Tube,Connector",,미매핑,
AJR30133702,MJU00776612,"Tube,Connector",,미매핑,
AJR30133702,MJU00776614,"Tube,Connector",,미매핑,
AJR30133702,MJU00777105,"Tube,Connector",,미매핑,
AJR30133702,MJU00777303,"Tube,Connector",,미매핑,
AJR30133702,MJU00777304,"Tube,Connector",,미매핑,
AJR30133702,MJU65528009,"Tube,Connector",,미매핑,
AJR30133702,MJU65528066,"Tube,Connector",,미매핑,
AJR30133702,MJU66503306,"Tube,Connector",,미매핑,
AJR30133702,MJU66853304,"Tube,Connector",,미매핑,
AJR30133702,RAC30599301,Solder Soldering,,미매핑,
AJR30133702,RAC35117403,Solder Soldering,,미매핑,
AJR30133702,RAC35117409,Solder Soldering,,미매핑,
AJR30133702,RAC35117410,Solder Soldering,,미매핑,
AJR30133703,3H01582D,Tie,,미매핑,
AJR30133703,5210A22409A,"Tube,Connector",,미매핑,
AJR30133703,5210A22409B,"Tube,Connector",,미매핑,
AJR30133703,MBL68702103,Cap,,미매핑,
AJR30133703,MJU00777105,"Tube,Connector",,미매핑,
AJR30133703,MJU00777305,"Tube,Connector",,미매핑,
AJR30133703,MJU00777306,"Tube,Connector",,미매핑,
AJR30133703,MJU00855303,"Tube,Connector",,미매핑,
AJR30133703,MJU00855304,"Tube,Connector",,미매핑,
AJR30133703,MJU00855305,"Tube,Connector",,미매핑,
AJR30133703,MJU00855308,"Tube,Connector",,미매핑,
AJR30133703,MJU00855309,"Tube,Connector",,미매핑,
AJR30133703,MJU00855310,"Tube,Connector",,미매핑,
AJR30133703,MJU65528009,"Tube,Connector",,미매핑,
AJR30133703,MJU65528066,"Tube,Connector",,미매핑,
AJR30133703,MJU66503307,"Tube,Connector",,미매핑,
AJR30133703,MJU66853304,"Tube,Connector",,미매핑,
AJR30133703,RAC30599301,Solder Soldering,,미매핑,
AJR30133703,RAC35117403,Solder Soldering,,미매핑,
AJR30133703,RAC35117409,Solder Soldering,,미매핑,
AJR30133703,RAC35117410,Solder Soldering,,미매핑,
AJR30133709,MBL68702101,Cap,,미매핑,
AJR30133709,MJU00777313,"Tube,Connector",,미매핑,
AJR30133709,MJU00777315,"Tube,Connector",,미매핑,
AJR30133709,MJU00855303,"Tube,Connector",,미매핑,
AJR30133709,MJU00855304,"Tube,Connector",,미매핑,
AJR30133709,MJU00873804,"Tube,Connector",,미매핑,
AJR30133709,MJU00890801,"Tube,Connector",,미매핑,
AJR30133709,MJU65528010,"Tube,Connector",,미매핑,
AJR30133709,MJU66503308,"Tube,Connector",,미매핑,
AJR30133709,MJU66853301,"Tube,Connector",,미매핑,
AJR30133709,MJU66853304,"Tube,Connector",,미매핑,
AJR30133709,MJX62771704,"Valve,Check",,미매핑,
AJR30133709,RAC30599301,Solder Soldering,,미매핑,
AJR30133709,RAC35117403,Solder Soldering,,미매핑,
AJR30133709,RAC35117407,Solder Soldering,,미매핑,
AJR30133709,RAC35117410,Solder Soldering,,미매핑,
AJR30135501,5210A22409B,"Tube,Connector",,미매핑,
AJR30135502,5210A22409B,"Tube,Connector",,미매핑,
AJR30136001,5210A22409B,"Tube,Connector",,미매핑,
AJR30138201,4010AR3071B,"Socket,Flare",,미매핑,
AJR30140101,MCD30221601,"Connector,Hose",,미매핑,
AJR30140101,RAC30599301,Solder Soldering,,미매핑,
AJR30140102,MCD30221601,"Connector,Hose",,미매핑,
AJR30140102,RAC30599301,Solder Soldering,,미매핑,
AJR30140103,MCD30221601,"Connector,Hose",,미매핑,
AJR30140103,RAC30599301,Solder Soldering,,미매핑,
AJR30140104,MCD30221601,"Connector,Hose",,미매핑,
AJR30140104,RAC30599301,Solder Soldering,,미매핑,
AJR30140105,MCD30221601,"Connector,Hose",,미매핑,
AJR30140105,RAC30599301,Solder Soldering,,미매핑,
AJR30140106,MCD30221601,"Connector,Hose",,미매핑,
AJR30140106,RAC30599301,Solder Soldering,,미매핑,
AJR30140301,RAC30599301,Solder Soldering,,미매핑,
AJR30140302,RAC30599301,Solder Soldering,,미매핑,
AJR30157301,3H01582D,Tie,,미매핑,
AJR30157801,3H01582D,Tie,,미매핑,
AJR30161402,MJU00855804,"Tube,Connector",,미매핑,
AJR30161402,RAC30599301,Solder Soldering,,미매핑,
AJR30161402,RAC35117403,Solder Soldering,,미매핑,
AJR30161402,RAC35117409,Solder Soldering,,미매핑,
AJR30161404,MBL68702136,Cap,,미매핑,
AJR30161404,MJU65528066,"Tube,Connector",,미매핑,
AJR30161404,RAC30599301,Solder Soldering,,미매핑,
