품번,품명,소분류,종류,협력사,입고수량,입고일수
MJU66824602,Tube Connector,130,단품(가공품),중앙정밀,365,31
MJU66824603,Tube Connector,130,단품(가공품),중앙정밀,365,31
MJU66870701,Tube Connector,130,단품(가공품),중앙정밀,542,21
MJU66871201,Tube Connector,130,단품(가공품),중앙정밀,14709,126
MJU66936605,Tube Connector,130,단품(가공품),중앙정밀,808,11
MJU66936608,Tube Connector,130,단품(가공품),중앙정밀,808,11
MJU66960904,"Tube,Connector",130,단품(가공품),중앙정밀,1932,85
MJU66960906,Tube Connector,130,단품(가공품),중앙정밀,2122,55
MJU66968102,Tube Connector,130,단품(가공품),중앙정밀,2122,55
4H01281C,"TUBE,PINCHOFF",130,단품(가공품),케이비,25,1
5210A21605N,"Tube, Connector",130,단품(가공품),케이비,80,1
5210A22520B,"Tube,Connector",130,단품(가공품),케이비,3581,51
5210A23376A,"Tube,Connector",130,단품(가공품),케이비,52883,27
5210A25793A,"Tube,Connector",130,단품(가공품),케이비,6,2
5210A25793B,"Tube,Connector",130,단품(가공품),케이비,6,2
5210A26787A,"Tube, Connector",130,단품(가공품),케이비,25,2
5210A26787B,"Tube, Connector",130,단품(가공품),케이비,25,2
5210A26787C,"Tube, Connector",130,단품(가공품),케이비,25,2
5210A26787D,"Tube, Connector",130,단품(가공품),케이비,25,2
5210A26787E,"Tube, Connector",130,단품(가공품),케이비,50,2
5210A26790B,"TUBE, CONNECTOR",130,단품(가공품),케이비,4,1
5210A26790E,"TUBE, CONNECTOR",130,단품(가공품),케이비,8,1
5210A26795A,"Tube,Connector",130,단품(가공품),케이비,126,4
5210A26795B,"Tube,Connector",130,단품(가공품),케이비,252,4
5210A26795C,"Tube,Connector",130,단품(가공품),케이비,126,4
5210A26795D,"Tube,Connector",130,단품(가공품),케이비,126,4
5210A26795E,"Tube,Connector",130,단품(가공품),케이비,126,4
5210A26795F,"Tube,Connector",130,단품(가공품),케이비,126,4
5210A26860A,"Tube, Connector",130,단품(가공품),케이비,25,3
5210A26861A,"Tube, Connector",130,단품(가공품),케이비,25,3
5210A26862A,"Tube, Connector",130,단품(가공품),케이비,25,3
5210A26863A,"Tube, Connector",130,단품(가공품),케이비,25,3
5210A26864A,"Tube, Connector",130,단품(가공품),케이비,25,3
5210A30999N,"TUBE, CONNECTOR",130,단품(가공품),케이비,200,5
5210A31619A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31620A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31621A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31622A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31623A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31624A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31625A,"Tube,Evaporator",130,단품(가공품),케이비,8,2
5210A31626A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5210A31627A,"Tube,Evaporator",130,단품(가공품),케이비,4,1
5211AP4052A,"Tube Assembly,Connector",130,단품(가공품),케이비,25,1
ACQ30662801-16-1,케이비 Sub,120,SUB,케이비,25,6
AHQ73469301-16-1,케이비 SUB,120,SUB,케이비,582,19
AJR30012101-16-1,케이비 sub,120,SUB,케이비,724,19
AJR30012101-16-2,케이비 sub,120,SUB,케이비,2779,66
AJR30012101-16-3,케이비 sub,120,SUB,케이비,2226,50
AJR30060704-16-1,케이비 sub,120,SUB,케이비,8997,25
AJR30060707,"Tube Assembly,Condenser(",110,ASSY,케이비,2,1
AJR30060707-16-1,케이비 sub,120,SUB,케이비,3344,8
AJR30061101,"Tube Assembly,Evaporator",110,ASSY,케이비,12019,29
AJR30102601-16-1,케이비 SUB,120,SUB,케이비,175,18
AJR30102601-16-2,케이비 SUB,120,SUB,케이비,782,24
AJR30102601-16-3,케이비 SUB,120,SUB,케이비,782,24
AJR30102602-16-1,케이비 SUB,120,SUB,케이비,607,15
AJR30106101-16-1,케이비sub,110,ASSY,케이비,34,4
AJR30106101-16-2,케이비 SUB,110,ASSY,케이비,34,4
AJR30123401-16-1,케이비 SUB,120,SUB,케이비,3356,32
AJR30123401-16-2,케이비 SUB,120,SUB,케이비,3252,29
AJR34739818,"Tube Assembly,Manifold(O",110,ASSY,케이비,1,1
AJR72953301-16-1,케이비 SUB,120,SUB,케이비,30,3
AJR74007502-16-1,케이비 SUB,120,SUB,케이비,2786,20
AJR74007502-16-2,케이비 SUB,120,SUB,케이비,2786,20
AJR74444508,"Tube Assembly,Condenser(",110,ASSY,케이비,1686,29
AJR74962904-16-1,케이비 sub,120,SUB,케이비,119,4
AJR75242816-16-1,AJR75242816-16-1,120,SUB,케이비,584,10
AJR75462802-16-1,케이비 sub,120,SUB,케이비,496,8
AJR75662347,"Tube Assembly,Discharge(",110,ASSY,케이비,3418,10
AJR75662350,"Tube Assembly,Discharge(",110,ASSY,케이비,54515,54
AJR75713001-16-1,케이비 Sub,120,SUB,케이비,3,1
AJR75744143-16-1,케이비 SUB,120,SUB,케이비,15,2
AJR77224518-16-1,케이비 SUB,120,SUB,케이비,336,10
MJU00695801,"Tube, Connector",130,단품(가공품),케이비,115,8
MJU00697601,"Tube, Connector",130,단품(가공품),케이비,130,8
MJU00698701,Tube Connector,130,단품(가공품),케이비,62,1
MJU00698901,Tube Connector,130,단품(가공품),케이비,31,1
MJU00699101,"Tube,Connector",130,단품(가공품),케이비,31,1
MJU00702203,"Tube, Connector",130,단품(가공품),케이비,10,1
MJU00702204,Tube Connector,130,단품(가공품),케이비,10,1
MJU00702501,Tube Connector,130,단품(가공품),케이비,10,1
MJU00702502,Tube Connector,130,단품(가공품),케이비,10,1
MJU00722805,"Tube,Connector",130,단품(가공품),케이비,25,6
MJU00722808,"Tube,Connector",130,단품(가공품),케이비,14,4
MJU00722811,"Tube,Connector",130,단품(가공품),케이비,14,4
MJU00722812,"Tube,Connector",130,단품(가공품),케이비,14,4
MJU00722813,4402 Connector,130,단품(가공품),케이비,14,4
MJU00722814,4402 Connector,130,단품(가공품),케이비,14,4
MJU00732401,"Tube,Suction",130,단품(가공품),케이비,12071,18
MJU00732801,"Tube,Connector",130,단품(가공품),케이비,535,20
MJU00732901,"Tube,Connector",130,단품(가공품),케이비,535,20
MJU00734301,"Tube,Connector",130,단품(가공품),케이비,535,20
MJU00734401,"Tube,Connector",130,단품(가공품),케이비,536,21
MJU00743301,"Tube,Connector",130,단품(가공품),케이비,1070,24
MJU00743601,"Tube,Connector",130,단품(가공품),케이비,1070,24
MJU00788201,"Tube,Connector",130,단품(가공품),케이비,86,5
MJU00788301,"Tube,Connector",130,단품(가공품),케이비,56,5
MJU00788302,"Tube,Connector",130,단품(가공품),케이비,56,5
MJU00788303,"Tube,Connector",220,캐필러리,케이비,56,5
MJU00788304,"Tube,Connector",130,단품(가공품),케이비,56,5
MJU00788305,"Tube,Connector",130,단품(가공품),케이비,112,5
MJU00788401,"Tube,Connector",130,단품(가공품),케이비,30,1
MJU00788402,"Tube,Connector",130,단품(가공품),케이비,56,5
MJU00788403,"Tube,Connector",130,단품(가공품),케이비,30,1
MJU00788404,"Tube,Connector",130,단품(가공품),케이비,26,4
MJU00788405,"Tube,Connector",130,단품(가공품),케이비,26,4
MJU30588601,Tube Connector,130,단품(가공품),케이비,5,1
MJU30588701,Tube Connector,130,단품(가공품),케이비,5,1
MJU30588801,Tube Connector,130,단품(가공품),케이비,5,1
MJU30588901,Tube Connector,130,단품(가공품),케이비,5,1
MJU30589001,Tube Connector,130,단품(가공품),케이비,5,1
MJU37361117,"TUBE, CONNECTOR",130,단품(가공품),케이비,20,2
MJU37361316,"TUBE, CONNECTOR",130,단품(가공품),케이비,5,1
MJU37361317,"TUBE, CONNECTOR",130,단품(가공품),케이비,5,1
MJU37361320,Tube Connector,130,단품(가공품),케이비,15,1
MJU37361321,Tube Connector,130,단품(가공품),케이비,15,1
MJU37499501,"Tube,Connector",130,단품(가공품),케이비,360,3
MJU38274201,"Tube,Connector",130,단품(가공품),케이비,306,12
MJU38274202,"Tube,Connector",130,단품(가공품),케이비,76,12
MJU38274203,"Tube,Connector",130,단품(가공품),케이비,89,8
MJU38274204,"Tube,Connector",130,단품(가공품),케이비,68,10
MJU41489502,"Tube,Connector",130,단품(가공품),케이비,45,3
MJU41491102,"Tube,Connector",130,단품(가공품),케이비,45,3
MJU41838701,"TUBE, CONNECTOR",130,단품(가공품),케이비,86,2
MJU41838702,"TUBE, CONNECTOR",130,단품(가공품),케이비,10,1
MJU41941910,"Tube,Connector",130,단품(가공품),케이비,3,1
MJU41942202,"Tube,Connector",130,단품(가공품),케이비,2,1
MJU41942216,"TUBE, CONNECTOR",130,단품(가공품),케이비,25,1
MJU42239001,"Tube,Connector",130,단품(가공품),케이비,90,4
MJU42239004,Tube Connector,130,단품(가공품),케이비,45,5
MJU42282712,"Tube,Connector",130,단품(가공품),케이비,5,1
MJU42316801,"Tube,Connector",130,단품(가공품),케이비,8,1
MJU42823801,Tube Connector,130,단품(가공품),케이비,30,2
MJU42823901,Tube Connector,130,단품(가공품),케이비,30,2
MJU42824001,Tube Connector,130,단품(가공품),케이비,60,2
MJU42933505,"Tube,Connector",130,단품(가공품),케이비,3,1
MJU42948301,"Tube,Connector",130,단품(가공품),케이비,120,1
MJU47213201,"Tube,Connector",130,단품(가공품),케이비,3,1
MJU54133202,"Tube,Suction",130,단품(가공품),케이비,5,1
MJU57152902,"Tube,Connector",130,단품(가공품),케이비,60,1
MJU57271806,"Tube,Suction",130,단품(가공품),케이비,70,2
MJU57271811,"Tube,Connector",130,단품(가공품),케이비,210,3
MJU57271814,"Tube,Connector",130,단품(가공품),케이비,40,1
MJU60436406,"Tube,Connector",130,단품(가공품),케이비,5,1
MJU60436412,"Tube,Connector",130,단품(가공품),케이비,5,1
MJU60436413,Tube Connector,130,단품(가공품),케이비,15,1
MJU60436608,"TUBE, CONNECTOR",130,단품(가공품),케이비,5,1
MJU60436609,"TUBE, CONNECTOR",130,단품(가공품),케이비,5,1
MJU60436625,Tube Connector,130,단품(가공품),케이비,15,1
MJU60436626,Tube Connector,130,단품(가공품),케이비,15,1
MJU61356001,"Tube,Connector",130,단품(가공품),케이비,22,2
MJU61722001,"Tube,Connector",130,단품(가공품),케이비,25,2
MJU61722101,"Tube,Connector",130,단품(가공품),케이비,25,2
MJU61880501,"Tube,Connector",130,단품(가공품),케이비,25,3
MJU61880502,"Tube,Connector",130,단품(가공품),케이비,25,3
MJU61880503,"Tube,Connector",130,단품(가공품),케이비,25,3
MJU61880601,"Tube,Connector",130,단품(가공품),케이비,30,4
MJU61880701,"Tube,Connector",130,단품(가공품),케이비,30,4
MJU61881601,"Tube,Connector",130,단품(가공품),케이비,30,3
MJU61882416,"Tube,Connector",130,단품(가공품),케이비,4,1
MJU61882601,"Tube,Connector",130,단품(가공품),케이비,2,1
MJU61882701,"Tube,Connector",130,단품(가공품),케이비,2,1
MJU61883101,"Tube,Connector",130,단품(가공품),케이비,2,1
MJU61883201,"Tube,Connector",130,단품(가공품),케이비,2,1
MJU61883301,"Tube,Connector",130,단품(가공품),케이비,19,4
MJU61884601,"Tube,Connector",130,단품(가공품),케이비,700,4
MJU61884602,"Tube,Connector",130,단품(가공품),케이비,70,4
MJU61884603,"Tube,Connector",130,단품(가공품),케이비,140,4
MJU61884604,"Tube,Connector",130,단품(가공품),케이비,70,4
MJU61885401,"Tube,Connector",130,단품(가공품),케이비,30,4
MJU61885501,"Tube,Connector",130,단품(가공품),케이비,30,4
