parent_item,weld_item,item_name,use_qty,routing_st,reason,best_candidate
AJR73343301-3-1,RAC30599301-1,AJR73343301-3-1,0.00233,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73343301/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73343302-5-1,RAC30599301-1,AJR73343302-5-1,0.02,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73343303-9-1,RAC30599301-1,AJR73343303-9-1,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73343303/RAC30599301-1 unit=0.0012 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73663002,RAC30599301,AJR73663002,0.00363,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73663002/RAC30599301* unit=0.001033 diam=15.88 (rule=weld-variant(self), exp=NA)"
AJR73767514-1,RAC30599301-1,AJR73767514-1,0.74671,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73767514/RAC30599301-1 unit=0.001208 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73767821,RAC30599301,"Tube Assembly,Reverse",0.0741,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73767821/RAC30599301* unit=0.001795 diam=6.35 (rule=weld-variant(self), exp=NA)"
AJR73803003-F&T,RAC30599301-1,태국 SUB,0.0075,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73882506,RAC32977302,"Tube Assembly,Manifold(Outdoor)",23.0,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73882506/ALL unit=0.003775 diam=28.0 (rule=parent-agg(self), exp=NA)"
AJR73910201,RAC30599301-1,Tube Assembly,0.0024,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73944503-7-1,RAC30599301-1,AJR73944503-7-1,0.0083,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73944503/RAC30599301-1 unit=0.0019 diam=19.05 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73946114,RAC30599301-1,"Tube Assembly,Discharge",0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73947203,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73947203-4-1,RAC30599301-1,AJR73947203-4-1,0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73953306-1,RAC30599301-1,AJR73953306-1,0.00083,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73953309-1,RAC30599301-1,AJR73953309-1,0.00083,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73962606,RAC30599301-1,"Tube Assembly,Reverse",0.0047,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73964602,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.01015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73964607,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.01015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73964609,RAC30599301,"Tube Assembly,Discharge(Outdoor)",0.0038,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73964609/RAC30599301* unit=0.001 diam=9.52 (rule=weld-variant(self), exp=NA)"
AJR73964902,RAC30599301,"Tube Assembly,Discharge(Outdoor)",0.0093,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73964902/RAC30599301* unit=0.00102 diam=6.35 (rule=weld-variant(self), exp=NA)"
AJR73964905,RAC30599301,"Tube Assembly,Discharge(Outdoor)",0.0093,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73964905/RAC30599301* unit=0.001089 diam=15.88 (rule=weld-variant(self), exp=NA)"
AJR73964906,RAC30599301,"Tube Assembly,Discharge(Outdoor)",0.0093,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73964906/RAC30599301* unit=0.001067 diam=4.76 (rule=weld-variant(self), exp=NA)"
AJR73965102,RAC30599301,"Tube Assembly,Suction(Outdoor)",0.0073,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73965102/RAC30599301* unit=0.002025 diam=6.35 (rule=weld-variant(self), exp=NA)"
AJR73965102,RAC30599327,"Tube Assembly,Suction(Outdoor)",0.0008,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73965102/ALL unit=0.002025 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR73965506-F&T,RAC30599301-1,태국 SUB,0.0357,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73965602-SUB,RAC30599301-1,AJR73965602-고주파,0.027,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73965701,RAC30599301,"Tube Assembly,Expansion",0.03585,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73965701/RAC30599301* unit=0.000826 diam=9.52 (rule=weld-variant(self), exp=NA)"
AJR73967501-7,RAC30599301-1,AJR73967501-7,0.00923,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73967501/RAC30599301-1 unit=0.002133 diam=22.0 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73968602-3,RAC30599301-1,AJR73968602-3,0.00627,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73968603-1,RAC30599301-1,AJR73968603-1,0.0073,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73968605-3-1,RAC30599301-1,AJR73968605-3-1,0.00442,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73980305-3-1,RAC30599301-1,AJR73980305-3-1,0.02745,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73980305/RAC30599301-1 unit=0.003625 diam=22.0 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73980323,RAC30599301,"Tube Assembly,Reverse",0.02735,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73980323/RAC30599301* unit=0.001433 diam=9.52 (rule=weld-variant(self), exp=NA)"
AJR73988106,RAC30599301-1,"Tube Assembly,Reverse",0.00539,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73988107,RAC30599301-1,"Tube Assembly,Reverse",0.0082,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73988107-11-1,RAC30599301-1,AJR73988107-11-1,0.00407,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74062502,RAC30599301-1,Tube Assembly,0.02,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74107911-4-1,RAC30599301-1,AJR74107911-4-1,0.00155,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74107912,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74107914,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74107915,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74107918-4-1,RAC30599301-1,AJR74107918-4-1,0.00182,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74126004,RAC30599301-1,"Tube Assembly,Reverse",0.01907,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74229401-저압,RAC30599301-1,AJR74229401-SUB,0.0063,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74230603,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.00102,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74283401,RAC30599301,"Tube Assembly,Discharge(Outdoor)",0.0058,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74283401/RAC30599301* unit=0.000822 diam=6.35 (rule=weld-variant(self), exp=NA)"
AJR74290001-고압,RAC30599327,AJR74290001-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74302403-SUB,RAC30599327,사내 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74302403/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR74302405-SUB,RAC30599327,사내 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74364919-4-3(링X),RAC30599301-1,미래 Sub(용접링미포함),0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74364920-1-1(링),RAC30599301-1,중앙 Sub(+용접링),0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74364920/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR74364920-1-2(링),RAC30599301-1,중앙 Sub(+용접링),0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74364920/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR74364920-1-3(링),RAC30599301-1,중앙 Sub(+용접링),0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74364920/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR74364921-4-4(링X),RAC30599301-1,SUB ASSY,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74425401,RAC30599301,"Tube Assembly,Manifold(Outdoor)",0.0178,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74425401/RAC30599301* unit=0.000882 diam=6.35 (rule=weld-variant(self), exp=NA)"
AJR74425405,RAC30599301-1,"Tube Assembly,Manifold(Outdoor)",0.0178,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74602703,RAC30599301-1,"Tube Assembly,Evaporator(In)",0.00083,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74662704,RAC30599327,"Tube Assembly,Suction",0.0126,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74802701,RAC30599301-1,"Tube Assembly,Connector",0.00083,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74803001,RAC30599301-1,"Tube Assembly,Capillary",0.0062,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74803002,RAC30599327,"Tube Assembly,Capillary",0.00083,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74803002/ALL unit=0.00076 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR74803521-16-1,RAC30599301-1,케이비 sub,0.0081,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74803521/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR74824301,RAC30599301-1,"Tube Assembly,Condenser(In)",0.004,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74843601-3,RAC30599301,AJR74843601-3,0.00375,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74843601/RAC30599301* unit=0.0011 diam=6.35 (rule=weld-variant(subvar/parent-norm), exp=NA)"
AJR74844314-은납,RAC30599327-1,은납-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74862701,RAC30599301,"Tube Assembly,Condenser(In)",0.00525,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74923001-은납,RAC30599327,AJR74923001-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74923004-SUB,RAC30599327-1,은납-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74942611-12-1,RAC30599301,AJR74942611-12-1,0.00617,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74942617-고압,RAC30599327,AJR74942617-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74942623-고압,RAC30599327,AJR74942623-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74942627-고압,RAC30599327,AJR74942627-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74942632-고압,RAC30599327,AJR74942632-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74942632/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR74942709-저압,RAC30599327,AJR74942709-SUB,0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74942724-저압,RAC30599327,AJR74942724-SUB,0.0015,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74942724/ALL unit=0.001 diam=12.7 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR74942730-저압,RAC30599327,AJR74942730-SUB,0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74944401,RAC30599301-1,"Tube Assembly,Tubing",0.61882,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74962901-SUB,RAC30599327,AJR74962901-은납,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74962907-SUB,RAC30599327-1,은납-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74963001-3-1,RAC30599301-1,이젠터 SUB,0.0087,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74963001/RAC30599301-1 unit=0.000829 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR74963003,RAC30599301-1,"Tube Assembly,Manifold(Indoor)",0.0072,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74963003,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74964802,RAC30599301-1,"Tube Assembly,Reverse",0.0055,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74964804,RAC30599301-1,"Tube Assembly,Reverse",0.0097,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74964807,RAC30599301-1,"Tube Assembly,Reverse",0.0097,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74983903,RAC30599301-1,"Tube Assembly,Reverse",0.0108,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74984403-SUB3,RAC30599301-1,사내 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR74984403/RAC30599301-1 unit=0.0012 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR74985204,RAC30599301,"Tube Assembly, Expansion",0.0069,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74985401,RAC30599301-1,AJR74985401,0.00383,0.0,라우팅ST(51/28)없음→재계산불가,
AJR74985501,RAC30599301-1,"Tube Assembly,Condenser(In)",0.00402,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75002401,RAC30599301-1,"Tube Assembly,Capillary",0.00209,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75002402,RAC30599301-1,"Tube Assembly,Capillary",0.00209,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75022402,RAC30599301-1,"Tube Assembly,Condenser(Out)",0.0072,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75022402-1,RAC30599301-1,AJR75022402-1,0.0072,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75023301,RAC30599301-1,"Tube Assembly, Connector",0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75023606,RAC30823003,"Tube Assembly,Return Bending",2.0,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75044203,RAC30599301-1,"Tube Assembly,Reverse",0.00919,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062907-19-1,RAC30599301-1,명진 SUB,0.0011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062907-19-2,RAC30599301-1,명진 SUB,0.0011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062907-19-3,RAC30599301-1,명진 SUB,0.0011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062907-19-4,RAC30599301-1,명진 SUB,0.0011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062907-19-5,RAC30599301-1,명진 SUB,0.0011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062907-19-6,RAC30599301-1,명진 SUB,0.0035,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75062911-15-1,RAC30599301-1,도강월드텍 Sub,0.0225,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75062911/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75104701,RAC30599301-1,"Tube Assembly,Capillary",0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75104701-SUB,RAC30599301-1,AJR75104701-고주파,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75123701,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75142601,RAC30599301-1,"Tube Assembly,Manifold(Indoor)",0.00579,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75163201,RAC30599301-1,"Tube Assembly,Manifold(Indoor)",0.00579,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75222406-5,RAC30599301-1,AJR75222406-5,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75222406/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75242801-고압,RAC30599327,AJR75242801-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75242802-9-1,RAC30599301-1,AJR75242802-9-1,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75242802/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75242814-은납,RAC30599327,AJR75242814-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75243002-1,RAC30599301-1,AJR75243002-1,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75243006-저압,RAC30599327,AJR75243006-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75243019-은납,RAC30599301-1,AJR75243019-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75245201,RAC30599301-1,"Tube Assembly,Manifold(Outdoor)",0.00803,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75302302,RAC30599301-1,"Tube Assembly,Capillary",0.00477,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75342401,RAC30599301-1,"Tube Assembly,Condenser(In)",0.004,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75462809,RAC30599301-1,"Tube Assembly,Suction",0.01001,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75463001-SUB1,RAC30599301-1,사내 SUB,0.0127,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75463001-SUB2,RAC30599301-1,사내 SUB,0.0127,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75463001-SUB3,RAC30599301-1,사내 SUB,0.0127,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75463302-4-1,RAC30599301,AJR75463302-4-1,0.03997,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75463302/RAC30599301* unit=0.0071 diam=28.0 (rule=weld-variant(subvar/parent-norm), exp=NA)"
AJR75463302-4-2,RAC30599301,AJR75463302-4-2,0.03997,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75463302/RAC30599301* unit=0.0071 diam=28.0 (rule=weld-variant(subvar/parent-norm), exp=NA)"
AJR75463302-4-3,RAC30599301,AJR75463302-4-3,0.03997,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75463302/RAC30599301* unit=0.0071 diam=28.0 (rule=weld-variant(subvar/parent-norm), exp=NA)"
AJR75463302-4-4,RAC30599301,AJR75463302-4-4,0.03997,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75463302/RAC30599301* unit=0.0071 diam=28.0 (rule=weld-variant(subvar/parent-norm), exp=NA)"
AJR75463302-4-5,RAC30599301,AJR75463302-4-5,0.03997,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75463302/RAC30599301* unit=0.0071 diam=28.0 (rule=weld-variant(subvar/parent-norm), exp=NA)"
AJR75464702,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.0025,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75464704-7,RAC30599301-1,AJR75464704-7,0.0025,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75482406,RAC30599301-1,"Tube Assembly,Capillary",0.00236,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75482702-SUB,RAC30599301-1,AJR75482701-고주파,0.0105,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75482702-SUB,RAC30599327,AJR75482701-고주파,0.0067,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75503701,RAC30599301-1,"Tube Assembly,Solenoide",0.00204,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75503704,RAC30599301-1,"Tube Assembly,Solenoide",0.00204,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75523501,RAC30599301-1,AJR75523501,0.00308,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75523502,RAC30599301-1,AJR75523502,0.00308,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75563401,RAC30599301-1,"Tube Assembly,Manifold(Indoor)",0.0048,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75563401-은납,RAC30599327,AJR75563401-SUB,0.00125,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75563402-3-1,RAC30599301-1,AJR75563402-3-1,0.0048,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75563501-은납,RAC30599327,AJR75563501-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75563501/ALL unit=0.0008 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR75604102,RAC30599301-1,AJR75604102,0.00539,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75604703,RAC30599301-1,"Tube Assembly,Reverse",0.004,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75662308-12-1,RAC30599301-1,AJR75662308-12-1,0.00096,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75711401,RAC30599301-1,"Tube Assembly,Condenser(In)",0.00552,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75711501,RAC30599301-1,"Tube Assembly,Reverse",0.00834,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75723702,RAC30599301-1,"Tube Assembly, Expansion",0.00668,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75723702,RAC30599327,"Tube Assembly, Expansion",0.00083,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75727201,RAC30599301-1,"Tube Assembly,Condenser(Out)",0.00359,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75743201,RAC30599301-1,"Tube Assembly,Condenser(In)",0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75744140-12-1,RAC30599301-1,대원 SUB,0.0066,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75744140/RAC30599301-1 unit=0.00088 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75744140-17-1,RAC30599301-1,유남 sub,0.0066,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75744140/RAC30599301-1 unit=0.00088 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75744140-3-1,RAC30599301-1,"Tube Assembly, Suciton",0.0066,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75744140/RAC30599301-1 unit=0.00088 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75744401-SUB,RAC30599327-1,은납-sub,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75763801-F&T-1,RAC30599301-1,태국 SUB ASSY,0.0132,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75786302-S6-3,RAC30599301-1,사내 SUB,0.0084,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75827805-15-1,RAC30599301-1,도강 Sub,0.0056,0.0,라우팅ST(51/28)없음→재계산불가,"AJR75827805/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR75918509-SUB,RAC30599301-1,사내 SUB,0.0014,0.0,라우팅ST(51/28)없음→재계산불가,
AJR75983001-7-1,RAC30599301-1,MTS AJR75983001 SUB,0.00204,0.0,라우팅ST(51/28)없음→재계산불가,
AJR76462709,RAC36134101,ADM74930502 SUB,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462709/ALL unit=0.0031 diam=25.4 (rule=parent-agg(self), exp=NA)"
AJR76462710,RAC36134101,ADM73210506 SUB,0.001,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462710/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462717,RAC36134101,Tube Assembly,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462717/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462718,RAC36134101,Tube Assembly,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462718/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462719,RAC36134101,Tube Assembly,0.001,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462719/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462727,RAC36134101,Tube Assembly,0.00066,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462727/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462729,RAC36134101,Tube Assembly,0.00066,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462729/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462732,RAC36134101,판형 SUB 부품,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462732/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462733,RAC36134101,판형 SUB 부품,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462733/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462734,RAC36134101,판형 SUB 부품,0.001,0.0,라우팅ST(51/28)없음→재계산불가,
AJR76462736,RAC36134101,판형 SUB,0.00066,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462736/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76462903,RAC36134101,판형 수배관 SUB,0.001,0.0,라우팅ST(51/28)없음→재계산불가,"AJR76462903/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR76463401J&I,RAC30599301-1,"Tube Assembly,Condenser(In)",0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR76602401-은납,RAC30599327,AJR76602401-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR76742312-SUB,RAC30599327-1,은납-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77142502-15-1,RAC30599301-1,도강 SUB,0.0021,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77142502/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77142503-15-1,RAC30599301-1,도강 SUB,0.01545,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77142503/RAC30599301-1 unit=0.0012 diam=15.88 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77182602,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77187802,RAC30599328,"Tube Assembly,Condenser(Out)",0.0086,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77202902-19-1,RAC30599301-1,명진 SUB,0.0021,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77202902/RAC30599301-1 unit=0.001 diam=15.88 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77224005,RAC30599312,"Tube Assembly,Reverse",1.0,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77224005/ALL unit=0.001857 diam=22.0 (rule=parent-agg(self), exp=NA)"
AJR77224008-20-1,RAC30599301-1,썬텍 SUB,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,"AJR77224008/RAC30599301-1 unit=0.002767 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR77224009,RAC30599301-1,"Tube Assembly,Reverse",0.0186,0.0,라우팅ST(51/28)없음→재계산불가,
AJR77224009,RAC30599312,"Tube Assembly,Reverse",0.0126,0.0,라우팅ST(51/28)없음→재계산불가,
